URL,MementosCount
"https://www.artshub.com.au/news-article/opinions-and-analysis/public-policy/jacinda-ardern/jacinda-ardern-on-why-the-arts-need-to-be-universally-accessible-256392?fbclid=IwAR20gLktipKcDQ_UbVUGS1mP7fPiexUPCUkKyl6nnj995DRRS1AmdelydFE
",0
"https://natalie.mu/music/news/319557
",1
"https://www-washingtonpost-com.cdn.ampproject.org/v/s/www.washingtonpost.com/amphtml/arts-entertainment/2019/02/07/photo-joy-behar-dressed-beautiful-african-woman-resurfaces-amid-blackface-debate/?usqp=mq331AQCCAE%3D&amp_js_v=0.1
",0
"https://www.bet.com/music/2019/02/11/bet-networks-nicki-minaj.html
",0
"https://www.youtube.com/watch?v=JeGqNzYzb_A&feature=youtu.be
",0
"https://soundcloud.com/rnbass/rnbass-radio-episode-22-w-j-maine-dj-cookbeats
",0
"https://variety.com/2019/music/news/bts-grammys-lady-gaga-watch-1203135187/maz/
",0
"https://variety.com/2019/tv/news/grammy-awards-ratings-2019-1203135733/
",2
"https://sports.yahoo.co.jp/video/player/1245505
",0
"https://www.youtube.com/watch?v=x3XW6NLILqo&feature=youtu.be
",1
"https://mdpr.jp/music/1821416
",0
"https://www.freep.com/story/sports/columnists/shawn-windsor/2019/02/11/kareem-hunt-nfl-cleveland-browns/2842328002/
",0
"http://time.com/5525746/grammys-2019-bts/?xid=time_socialflow_twitter&utm_source=twitter.com&utm_campaign=time&utm_medium=socialflowtw
",0
"https://photojournal.jpl.nasa.gov/catalog/PIA23043
",0
"https://www.youtube.com/watch?v=9fY-EQFdrFo&feature=youtu.be
",0
"https://www.tokyo-sports.co.jp/entame/entertainment/1277212/
",1
"http://www.bigo.tv/sid/2345030050_1590076218_1549935827?c=3&p=2&t=0&b=227204876
",0
"https://www.facebook.com/9movies.official/
",0
"https://live.rcdradio.com/
",25
"https://justbangers.com/corvus-delivers-a-banging-future-bass-remix-to-kranes-hit-song-outside/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost
",0
"https://www.youtube.com/watch?v=yDgro0363DU&feature=youtu.be
",1
"https://news.dwango.jp/music/34968-1902
",1
"https://d4c-official.com/music/dont-stop-short-var-%e5%85%ac%e9%96%8b/
",0
"https://nana-music.com/sounds/04954fe9/
",0
"https://www.forbes.com/sites/victoriaforster/2019/01/21/scientists-discover-a-new-potential-way-to-stop-breast-cancer-spreading/?ss=healthcare#7f26b11873e0
",1
"https://www.nature.com/articles/s41556-018-0267-0?error=cookies_not_supported&code=a251e3e8-1864-4f1d-b175-24628c8e97ed
",0
"https://play.google.com/music/m/Tkyk4gjssibwtmgvbz2fx5kl7ry?t=Gettin_It_feat_Fresh
",0
"https://natalie.mu/music/pp/polkadotstingray02
",2
"https://soundcloud.com/your-edms-collection/your-edm-mix-notaker
",0
"https://reggaetonsinlimite.com/darell-firma-con-sony-music-latin/
",0
"https://www.youtube.com/channel/UCGtnFqoSz48bJvqNn-nrCHQ/live
",0
"https://www.localdvm.com/sports/maryland-sports/monday-mvp-oakdale-s-collin-schlee-1/1773954794?utm_medium=social&utm_source=twitter_WDVMSports
",0
"https://www.instagram.com/p/Btw0guMl5qM/?utm_source=ig_twitter_share&igshid=1fybr3ppyk20o
",0
"https://gocentralindians.com/2019/02/12/central-announces-7th-athletic-hall-of-fame-class/
",0
"https://www.youtube.com/watch?v=-hMC8pQkEmk&feature=youtu.be
",21
"https://www.youtube.com/watch?v=MmfQ7gSaJgM&feature=youtu.be
",7
"https://www.theguardian.com/environment/2019/feb/10/plummeting-insect-numbers-threaten-collapse-of-nature?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1549824581
",0
"https://itunes.apple.com/th/album/nasa/1450330588?i=1450330595
",0
"https://www.newsday.com/sports/baseball/mets/endy-chavez-mets-1.27193188
",1
"https://www.koreaboo.com/news/bts-grammy-awards-party-army-2019/
",0
"https://www.soompi.com/article/1302780wpp/exos-lay-shines-on-the-red-carpet-of-the-2019-grammy-awards
",1
"https://www.gameinformer.com/gamer-culture/2019/02/11/tons-of-capcom-music-lands-on-spotify
",1
"https://www.stuff.co.nz/business/110531488/fishing-industry-under-fire-for-killing-endangered-albatrosses
",1
"https://www.facebook.com/716855886/posts/10155990434685887/
",0
"http://marsproject.dip.jp/masaki_yoda/2017_mp3/feel_in_so_good_441_b.mp3
",1
"https://itunes.apple.com/it/album/feel-in-so-good/1214636683?i=1214636691
",1
"https://www.metafilter.com/179343/Of-Course-The-Sports-Channel-Would-Be-The-Slapshot
",0
"https://teamusa.usahockey.com/2019rivalryseries
",0
"http://www.kasi-time.com/item-1210.html
",0
"https://www.youtube.com/watch?v=bnx3gGpIFjo
",5
"https://music.amazon.com/albums/B07DTCN3SQ?do=play&trackAsin=B07DTD2R9S&ref=dm_sh_urZjJsXy9qCXZu8KzdG1snruY
",0
"https://www.youtube.com/watch?v=ouU9CiRaO5g&feature=youtu.be
",0
"https://women.jpl.nasa.gov/
",13
"http://music.trueid.net/detail/nw4yOr94Rbpl
",0
"http://1gk-music.com/
",23
"https://www.youtube.com/watch?v=iFNnUSYUJ7g&feature=youtu.be
",0
"https://www.ebay.com/itm/Sporting-News-Magazine-Dallas-Best-Sports-City-Nascar-Greatest-Drivers-Bud-Selig-/401528581951
",0
"https://nana-music.com/sounds/049518bc/
",0
"https://www.youtube.com/watch?v=pi38trI7NLc&feature=youtu.be
",0
"https://www.register-herald.com/sports/region-is-as-tough-as-it-has-ever-been/article_432d83a3-4567-5945-812b-eb69021520d2.html
",0
"https://www.instagram.com/p/Btw4HL4HeyZ/?utm_source=ig_twitter_share&igshid=ws40jhfyrez0
",0
"https://www.youtube.com/watch?v=LiUqgL5urWc&feature=youtu.be
",3
"https://www.etonline.com/courteney-cox-wishes-friends-co-star-and-bff-jennifer-aniston-the-sweetest-happy-birthday-119431
",1
"https://nana-music.com/sounds/04954fed/
",0
"https://str2.openstream.co/333
",1
"https://natalie.mu/music/news/319546
",0
"http://zoe-queen.tumblr.com/post/182748460263/stark-red19-juicyvelourtracksuit#_=_
",0
"https://poshmark.com/listing/Victorias-Secret-sports-bra-5c5500937386bc7ba4034fdd?utm_campaign=referral_code%3DMARYMERUIZ6980&utm_content=feature%3Dsh_li_el_ios%26rfuid%3D588905e1481560f0843505a6%26ext_trk%3Dbranch&utm_source=tw_sh
",0
"https://www.sports-g.com/2019/02/12/%ec%88%98%ec%9b%90fc-%ec%95%88%eb%b3%91%ec%a4%80-%eb%b6%81%ed%95%9c-%ea%b5%ad%ec%a0%81-%ea%b7%b8%ec%a0%80-%ec%b6%95%ea%b5%ac-%ec%84%a0%ec%88%98%eb%a1%9c-%eb%b4%90%ec%a4%ac%ec%9c%bc%eb%a9%b4
",0
"https://str2.openstream.co/407
",5
"https://www.timesheraldonline.com/2019/02/10/vallejo-native-h-e-r-wins-two-grammy-awards/?utm_content=tw-vjotimesherald&utm_source=twitter.com&utm_medium=social&utm_campaign=socialflow
",0
"https://str2.openstream.co/564
",0
"https://www.facebook.com/crisashty/posts/2218307025092676
",0
"https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8?si=eCf05MAnS2iRBBTZJylS3Q
",0
"https://triblive.com/sports/penguins/14602634-74/penguins-add-minor-league-defenseman-in-trade-with-columbus
",0
"https://str2.openstream.co/375?aw_0_1st.stationid=2655&aw_0_1st.publisherId=195&aw_0_1st.serverId=str2
",0
"https://itunes.apple.com/us/album/terremoto-single/1450547765?app=music&ign-mpt=uo%3D4
",0
"https://www.m-on-music.jp/0000325451/
",0
"https://str2.openstream.co/512
",0
"https://itunes.apple.com/br/album/memory-of-winter/1146960698?i=1146961577
",0
"https://www.usatoday.com/story/life/music/2019/02/11/grammys-2019-must-know-moments-sundays-awards-show/2833088002/
",2
"https://www.youtube.com/playlist?list=PLqGMmDqYDcC71ciNHtbdaGR4BDiAYJqd0
",0
"https://www.pscp.tv/w/bzIcsDFXZ0VnYWdvcEdYS3Z8MXZPeHdaVmpFUGJKQhWsI9Mjo9n42RNZSSZxaxLOOkJ9tfb2Mz45-GkyB5eg
",0
"https://karifaux.lnk.to/leavemealone
",0
"https://soundcloud.com/yungdojikko/l-i-f-t
",0
"https://www.toledoblade.com/sports/high-school/2019/02/11/high-school-basketball-blade-poll-toledo-area-1/stories/20190211169
",1
"https://www.mcall.com/sports/athleteoftheweek/
",105
"https://www.youtube.com/watch?v=ViOq3-VRFEA&list=UUfD98RF4IC-pwOknFVLeLiQ
",0
"https://www.facebook.com/ILBCEDU/videos/475282286338988/
",0
"https://themusic.com.au/article/5yrz-_r9_P8/big-pineapple-music-festival-unveils-2019-line-up
",0
"https://ticketjam.jp/ticket/sports/50732-1901?aid=215
",0
"https://www.nature.com/articles/ncomms15872?error=cookies_not_supported&code=7670ab8f-10a6-407c-a09b-652a43f39b71
",0
"https://itunes.apple.com/au/album/parallel-world/1146960698?i=1146961587
",0
"https://www.youtube.com/watch?v=hZ67E2R77Uw&feature=youtu.be
",0
"http://sophiabushfrance.sosugary.org
",0
"https://www.sponichi.co.jp/sports/news/2019/02/12/kiji/20190211s00079000409000c.html
",0
"https://www.facebook.com/552266392/posts/10157486352191393/
",0
"https://www.reuters.com/video/2019/02/12/electronic-arts-new-game-challenges-fort?videoId=513972249&feedType=VideoRSS&feedName=Business&videoChannel=5
",0
"https://itshiphopmusic.com/?cwDJ
",0
"https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP?si=5Oapv3n_RXKCkhH0UEK6UA
",0
"https://www.google.com/url?rct=j&sa=t&url=https://www.benzinga.com/pressreleases/19/02/r13144402/cbb-best-retained-value-awards-highlight-vehicles-that-can-help-canadi&ct=ga&cd=CAIyHGFiZGRkZDFhZGY4ZDZhODY6Y29tOmVuOlVTOlI&usg=AFQjCNF3GQwpwBz-ETXzI6-15RgWn_EDcA
",0
"https://entertain.naver.com/read?oid=311&aid=0000953903
",0
"https://www.plaintalk.net/local_news/article_1ebb4446-2e5f-11e9-9771-fb55b8ea5b61.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share
",0
"https://www.amazon.co.jp/Now-Thats-What-Call-Music/dp/B00TILNZFY
",11
"https://www.sports.ru/hockey/1071520480.html
",0
"http://www.toxinmagazine.com/sounds/nicki-minaj-pulls-out-of-bet-experience-awards/
",0
"https://www.youtube.com/watch?v=WSKof692LwY&feature=youtu.be
",0
"http://Austinwoodandmetal.com
",2
"http://austinwoodandmetal.com/handyman.html
",1
"https://magicvalley.com/sports/high-school/twin-falls-klundt-signs-with-montana-state-football/article_54a0dbaf-4568-575e-a4d8-0ae28118acc3.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share
",0
"https://www.sankei.com/sports/news/190212/spo1902120004-n1.html
",0
"https://www.reverbnation.com/play_now/30503124?utm_campaign=a_public_songs&utm_medium=unknown&utm_source=page_object_news_item
",0
"https://www.reverbnation.com/holyentertainemntlasttdayzproductions
",0
"https://www.sponichi.co.jp/sports/news/2019/02/12/kiji/20190210s00079000266000c.html
",0
"https://itunes.apple.com/ar/album/%E6%84%9B%E3%81%97%E3%81%9F%E5%BF%83%E3%81%B8/1146960698?i=1146961645
",0
"https://www.youtube.com/watch?v=vwKo-Uj2fT4&feature=youtu.be
",0
"https://mdpr.jp/music/1821324
",0
"https://www.youtube.com/watch?v=qqflFMhkqHM&feature=youtu.be
",5
"https://www.gameinformer.com/the-sports-desk/2019/02/11/discussing-mlb-the-show-19s-first-details
",0
"https://www.youtube.com/watch?v=a8EJJxZo7_E&feature=youtu.be
",0
"https://music.mthai.com/news/newsinter/314043.html
",0
"https://www.joox.com/limits
",164
"https://www.instagram.com/p/BtuSdHCnXxH/?utm_source=ig_twitter_share&igshid=1jh5inyjtml7m
",0
"https://www.sanspo.com/sports/news/20190212/ten19021208300001-n1.html
",0
"https://www.nba.com/clippers/preview-clippers-timberwolves
",0
"https://www.ebay.com/itm/401698380221
",0
"https://yorkvillehs.8to18.com/accounts/login
",0
"https://itunes.apple.com/ky/album/so-feel-blues/1146960698?i=1146961648
",0
"https://www.colourfulradio.com/podcast/mark
",4
"https://www.youtube.com/watch?v=mDYXDcsdcNs&feature=youtu.be
",0
"https://www.youtube.com/watch?feature=player_embedded&v=vKnpuFvO-PM
",0
"http://www.toxinmagazine.com/sounds/new-music-gunna-speed-it-up/
",0
"https://djmixes99radeo.com/sadikbeatz-champions-energetic-deep-house-electronic-dance-music-instrumental-2018/
",0
"https://soundcloud.com/offical-new-prince-jay/water-whiping-prod-by-yung
",0
"https://ticketjam.jp/ticket/sports/50695-1901?aid=215
",0
"http://music-book.jp/music/?bmk=0?bmk=0
",3
"http://fanradio-bobiko.stream.laut.fm/fanradio-bobiko?t302=2019-02-12_05-55-29&uuid=7eee04c2-34c5-49dd-bd28-7220f61f36f7
",0
"https://m.sports.naver.com/general/news/read.nhn?oid=382&aid=0000417275
",0
"https://sports.news.naver.com/kbaseball/news/read.nhn?oid=076&aid=0003378426
",0
"https://onlyfans.com/slc_chunky_monkeys
",0
"https://itunes.apple.com/it/album/%E3%81%8E%E3%82%85%E3%81%A3%E3%81%A8/1146960698?i=1146961656
",0
"https://www.youtube.com/watch?v=3zQXMPbK5jU&feature=youtu.be
",0
"https://str2.openstream.co/523
",20
"https://twipla.jp/events/360159
",0
"https://str2.openstream.co/420
",3
"https://www.akhbaralaan.net/sports/2019/2/11/%D9%84%D8%A7%D8%B9%D8%A8-%D8%B9%D8%B1%D8%A8%D9%8A-%D9%8A%D8%AF%D8%AE%D9%84-%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE-%D8%A7%D9%84%D9%84%D9%8A%D8%BA%D8%A7%D8%A8%D9%803-%D8%A3%D9%87%D8%AF%D8%A7%D9%81-%D9%81%D9%8A-%D9%85%D8%A8%D8%A7%D8%B1%D8%A7%D8%A9-%D9%88%D8%A7%D8%AD%D8%AF%D8%A9
",0
"https://www.instagram.com/p/Btw4XLwgxmZ/?utm_source=ig_twitter_share&igshid=1xbu1n87k7vwr
",0
"https://www.koreaboo.com/stories/bts-rm-handsome-grammy-awards-2019-cameraman/
",0
"https://www.nbc4i.com/sports/nhl/blue-jackets/cbj-players-visit-french-immersion-middle-school/1774214894
",0
"https://www.thevwindependent.com/news/category/sports/
",166
"http://block.fiverr.com/?url=L3MyLzBjODZlYTg2NTg/dXRtX3NvdXJjZT1Ud2l0dGVyX01vYmlsZQ==&uuid=7e25e670-2e82-11e9-ac7b-252240fd845e&vid=
",0
"https://www.weforum.org/agenda/2018/09/ai-could-help-us-manage-natural-disasters-but-only-to-an-extent?utm_source=Facebook%20Videos&utm_medium=Facebook%20Videos&utm_campaign=Facebook%20Video%20Blogs
",0
"https://www.savannahnow.com/sports/20190211/al-west-teams-at-start-of-spring-training
",0
"https://www.statesman.com/sports/20190211/district-13-6a-boys-basketball-roundup-hendrickson-secures-2nd-consecutive-title?rssfeed=true&utm_source=SND&utm_medium=Twitter&utm_campaign=hs
",0
"https://www.instagram.com/p/Bts1he2AxZq/?utm_source=ig_twitter_share&igshid=vm9majn8jxfq
",0
"https://www.koreaboo.com/stories/bts-suga-2019-grammy-awards-lesson/
",0
"https://www.radio.net/s/855masterclass
",0
"https://www.hochi.co.jp/sports/winter/20190211-OHT1T50296.html?from=rss&utm_source=dlvr.it&utm_medium=twitter
",0
"http://www.vinylestimes.fr/
",34
"https://itunes.apple.com/es/album/noise-and-tone/1146960698?i=1146961658
",0
"https://www.robinspost.com/news/sports-news/sports-daily-news/854124-nfl-news-panthers-re-sign-eric-reid-to-3-year-deal-nfl-com.html
",0
"https://www.poandpo.com/in-sickness-and-health/days-following-thyroid-surgery-highest-for-risk-of-readmission-412019385
",0
"https://www.robinspost.com/news/sports-news/sports-daily-news/854123-nfl-news-browns-sign-running-back-kareem-hunt-on-nfl-exempt-list-13abc-action-news.html
",0
"https://matome.naver.jp/odai/2140562922933115101/2140562964533157303
",0
"https://www.poandpo.com/small-devices-for-fun/sony-xperia-xz2-offers-excellent-camera-and-thats-about-it-642018980
",1
"https://www.youtube.com/watch?v=VegS7AW2lZw&feature=youtu.be
",0
"https://ticketjam.jp/ticket/sports/50724-1901?aid=215
",0
"https://luizsantos.com/track/1331819/a-barca
",0
"https://people.com/music/grammys-2019-cardi-b-pianist-chloe-flower/
",2
"https://www.facebook.com/TimCharronBand/posts/10157166589224669
",0
"https://www.seattletimes.com/sports/uw-husky-basketball/the-huskies-first-loss-in-seven-weeks-doesnt-hurt-their-standing-in-ncaa-tournament-projections/?utm_source=twitter&utm_medium=social&utm_campaign=article_left_1.1
",0
"https://www.npr.org/sections/health-shots/2019/02/11/693668201/racist-med-school-yearbook-photos-medicines-racism-problems-go-even-deeper?utm_source=dlvr.it&utm_medium=twitter
",0
"https://www.youtube.com/watch?v=dRWJGZb9IUk&feature=share
",0
"http://perfume-app.com/
",57
"https://www.instagram.com/p/Btw4e5aHiWN/?utm_source=ig_twitter_share&igshid=1kgzj4gi6clsx
",0
"http://hyperurl.co/g5mj28
",0
"https://play.google.com/store/music/album/Justin_Bieber_Purpose_Deluxe?id=Bqpez5cimsze2fh6w7j2rcf55xa&hl=en
",5
"https://www.youtube.com/watch?v=-mQxaB-wfno&feature=youtu.be
",0
"https://www.youtube.com/channel/UCpir4hZhPR6XjPZoQ3s_bMA
",0
"http://www.neosportsinsiders.com/podcast-cle-sports-talk-with-casey-drottar/
",0
"https://awards.spaceshower.jp/2019/choice/index.html#choice
",0
"https://www.shiny-music.jp/
",0
"https://frontmezzjunkies.com/2019/02/09/the-kennedy-center-broadway-center-stage-the-music-man/
",0
"https://www.youtube.com/watch?v=44EV79WvQSg&feature=youtu.be
",0
"https://aisasami.wordpress.com/2019/02/06/just-like-the-day-when-i-met-you-do-you-remember-that-day/
",0
"https://www.heart-music.com/
",844
"https://www.thestar.com/sports/leafs/2019/02/11/the-leafs-john-tavares-goes-from-under-the-sheets-to-behindthetweets-with-twitter-video.html
",2
"https://itunes.apple.com/ru/album/sixsense/1146960698?i=1146961683
",0
"https://www.kansascity.com/sports/college/big-12/university-of-kansas/article226070095.html
",1
"https://www.facebook.com/events/606169369807970/
",0
"http://mpg.dnset.com/radio/imm/
",0
"http://radionightitaly.tk
",33
"http://a.monsterbacklinks.com/linkin/220493/categories/youtube
",72
"https://www.ebay.com/itm/Athlon-Sports-Baseball-Magazine-Boston-Red-Sox-Theo-Epstein-Chicago-Cubs-Deals-/401543405217
",0
"https://www.youtube.com/watch?v=aW8yxERMKws
",1
"https://www.youtube.com/watch?v=VYOjWnS4cMY&feature=youtu.be
",84
"https://soundcloud.com/yungsupahp-o-p-music/touchdown
",0
"https://www.facebook.com/events/958820124308308/
",0
"https://www.youtube.com/watch?v=JCvUSUxtZoU&list=PL8A011FC95DC00788&index=6
",0
"http://black-music-collectors.com
",304
"https://www.facebook.com/LeePropertySales/videos/417244282151170/
",0
"https://bestautosurf2018.weebly.com
",21
"http://weuponitradio.com/
",21
"https://nana-music.com/sounds/04954e44/
",0
"https://nana-music.com/sounds/0495502f/
",0
"https://BornIncredible.com
",28
"https://www.delgazette.com/sports/74422/roderick-clutch-in-win-over-hughes
",0
"https://nana-music.com/sounds/04955031/
",0
"https://dracanoir.weebly.com
",0
"https://hot.detik.com/celeb/4424130/kemeriahan-grammy-awards-hingga-penampilan-serba-hitam-angel-pieters
",0
"http://www.thesourcesmoothjazzradio.com/playing.html
",58
"https://www.amazon.com/Richie_Cannata_-_Great_South_Bay-Digital-Music/s?ie=UTF8&page=1&rh=n%3A163856011%2Ck%3ARichie_Cannata_-_Great_South_Bay
",0
"http://thetartan.org/2019/2/11/sports/cmu-sports
",0
"https://itunes.apple.com/us/album/99th-base/id1146960698
",1
"https://jobalertshop.com/2019/02/12/internal-medicine-and-nursing-home-director-best-patient-base-in-ohio/
",0
"https://www.stltoday.com/sports/baseball/professional/the-cardinals-are-going-to-live-to-regret-this-years/article_501dfb55-6306-5a63-b163-352c5d184a8e.html?utm_source=dlvr.it&utm_medium=twitter&utm_campaign=dlvr
",0
"https://www.youtube.com/watch?v=TNiRr8Y0t-Y&feature=youtu.be
",0
"http://www.fox46charlotte.com/sports/miracle-on-the-ice-doctor-saves-fellow-hockey-players-life-during-game
",3
"https://techcrunch.com/2019/02/11/another-fine-mesh/
",3
"https://www.indystar.com/story/sports/college/butler/2019/02/10/butler-grad-matt-white-fought-als-and-inspired-bulldogs-2010-final-four/2830028002/
",1
"https://drive.google.com/file/d/1j6vgLaCRxw2VzLQ7cXhcxuD0-qTLKF8r/view?usp=sharing
",0
"https://video-streaming.orange.fr/sports-extreme/but-max-alain-gradel-81eme-toulouse-fc-stade-de-reims-1-1-tfc-reims-2018-19-CNT000001cOMpm.html
",0
"https://www.footiz.com/toulouse-fc/
",0
"https://www.soompi.com/article/1302912wpp/yang-hyun-suk-shares-updates-on-new-music-from-ikon-winner-and-more
",2
"https://video-streaming.orange.fr/sports-extreme/but-remi-oudin-55eme-toulouse-fc-stade-de-reims-1-1-tfc-reims-2018-19-CNT000001cOMqm.html
",0
"https://video-streaming.orange.fr/sports-extreme/toulouse-fc-stade-de-reims-1-1-resume-tfc-reims-2018-19-CNT000001cOMpN.html
",0
"https://mashable.com/article/2019-grammys-red-carpet-fashion/?utm_source=dlvr.it&utm_medium=twitter
",0
"https://www.gettyimages.com/editorial-images/entertainment/events/775285039/child-events
",0
"https://netzonexo.blogspot.com/2019/02/naver-exo-lay-at-2019-grammy-awards.html
",0
"http://www.msn.com/fr-ch/divertissement/celebrity/ariana-grande-absente-aux-grammy-awards-elle-publie-des-messages-virulents-pendant-la-c%c3%a9r%c3%a9monie/ar-BBTqPeY?ocid=st
",0
"https://fcl-education.com/raising/sportsmanship/soccer-evolution/
",0
"https://www.youtube.com/watch?v=2Frb2d00qWw&feature=youtu.be
",0
"https://www.usatoday.com/story/sports/nfl/patriots/2017/08/22/new-england-patriots-donald-trump-robert-kraft-super-bowl-ring/588949001/
",32
"http://www.fox9.com/sports/wild-hope-home-ice-can-spark-next-win-streak
",0
"https://www.youtube.com/watch?v=DEN19a4b-zQ&feature=youtu.be
",0
"https://www.youtube.com/watch?v=JkK8g6FMEXE&feature=youtu.be
",69
"https://nana-music.com/sounds/04954ffd/
",0
"https://www.youtube.com/watch?v=gSn5swCQCjs&feature=youtu.be
",0
"https://nana-music.com/sounds/04955038/
",0
"https://github.com/tensorflow/magenta/tree/master/magenta/models/score2perf
",0
"https://www.youtube.com/watch?v=P89X-j-TWVE&app=desktop
",0
"https://www.sponichi.co.jp/sports/news/2019/01/24/kiji/20190124s00028000104000c.html
",0
"https://www.youtube.com/watch?v=F-HsYpTbn_k
",0
"https://arep.co/CR98C
",0
"https://www.cbc.ca/news/canada/london/reconciliaction-juno-awards-committee-indigenous-students-london-1.5006687
",27
"https://www.youtube.com/watch?v=9XOamNOxeZg&feature=youtu.be
",0
"http://www.e-onkyo.com/music/
",1181
"https://www.youtube.com/watch?v=Y8HOfcYWZoo&feature=youtu.be
",31
"https://paper.li/adywirawan/1326159753?edition_id=0dd96be0-2e68-11e9-b211-0cc47a0d164b
",0
"https://news.utamap.com/music/212743/
",0
"https://sports.chukyo-u.ac.jp
",51
"https://natalie.mu/music/news/319498
",0
"https://www.voot.com/pages/RS3auditions/index.html?categoryId=44&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJVRElEIjoiMjY0MTVlNTlhMmVmNDIwMzkxYWVkMDJiN2RjZTZiMjQiLCJ1c2VyTmFtZSI6Ik1hbmlzaGEgR3VwdGEiLCJsb2dpblByb3ZpZGVyIjoiZmFjZWJvb2siLCJzb2NpYWxJZCI6IjE2MTE4NDgyMzIyNDc0NDciLCJpbWFnZVVybCI6Imh0dHBzOlwvXC9ncmFwaC5mYWNlYm9vay5jb21cLzE2MTE4NDgyMzIyNDc0NDdcL3BpY3R1cmUiLCJzZXgiOiJVIiwiYWdlIjoiMjMiLCJlbWFpbCI6Im1hbmlzaGFkbWcxMkBnbWFpbC5jb20ifQ.yUTflMdPUwyVR8_30WfO3CccFgrBt4I4qJtLpVAh6mA
",0
"https://www.facebook.com/deathproofpr/posts/2273972069315706
",0
"https://finheadlines.com/2019/02/12/editas-medicine-inc-edits-financial-results-comparing-with-cti-biopharma-corp-nasdaqctic/
",1
"https://www.knoxnews.com/story/sports/college/university-of-tennessee/football/2019/02/11/ut-vols-derrick-ansley-hired-tennessee-assistant-oakland-raiders/2836472002/
",0
"https://www.facebook.com/auburnwa.arts/posts/2302250889786024
",0
