URL,Estimate Creation Date
"https://play.google.com/music/m/T6ddsfjvnppbnkscifzx5lsp6bi?t=I_Don_t_Even_Know_Why_Though_-_Alina_Baraz
",2018-12-09T11:20:08
"https://www.ebay.com/itm/Vintage-MTV-Music-Television-TRL-Total-Request-Live-New-York-NYC-Navy-Visor-Hat/352592099953?hash=item5218207a71:g:LHcAAOSwiwZcOOB0
",2019-02-12T01:43:41
"https://www.cricketcallrun.com/2018/12/windies-vs-england-3rd-test-live.html
",2019-02-08T12:25:02
"https://www.youtube.com/watch?v=xTlNMmZKwpA&feature=youtu.be
",2018-05-29T00:00:00
"https://www.youtube.com/watch?v=tjhwrBfZIHA&feature=youtu.be
",2019-01-16T00:00:00
"https://www.facebook.com/bnk48official.music
",2018-11-25T17:51:05
"http://music-kentei.net/kentei.html/1434160584/1/10/0
",
"https://nana-music.com/sounds/04954fe2/
",
"https://linkco.re/dspfcaGA
",2019-02-11T15:13:06
"https://nana-music.com/sounds/04954fe3/
",2019-02-12T01:43:45
"https://www.youtube.com/watch?v=ow-Cx9IX4So
",2012-06-06T00:00:00
"https://play.google.com/store/music/artist/Very_very_Berry?id=Apw2juqqtdpufwejm5om3bhugwm
",2018-11-25T11:13:49
"https://open.spotify.com/track/0rfaCJF6LIoFctIC2CFvQP?si=eRqSDK7oRCSCg6XRCF3dJA
",2019-01-19T06:07:23
"http://balita.net.ph/2019/02/12/kathniel-waging-wagi-sa-50th-box-office-entertainment-awards/
",2019-02-11T19:00:10
"http://artist-rack.com?O8tP3
",2019-02-12T01:43:46
"https://www.pep.ph/guide/movies/29200/kathniel-fantastica-stars-lead-50th-guillermo-mendoza-box-office-awards-winners
",2019-02-11T08:40:54
"https://www.youtube.com/watch?v=x0qiNsMVE1k&index=2&list=PLwwcnzQXp-aYWbYUGX5l0HygWstt7-mSb&t=0s&app=desktop
",2019-02-06T00:00:00
"https://www.youtube.com/watch?v=77Fx11dRWPo&feature=youtu.be
",2019-01-20T00:00:00
"https://www.artshub.com.au/news-article/opinions-and-analysis/public-policy/jacinda-ardern/jacinda-ardern-on-why-the-arts-need-to-be-universally-accessible-256392?fbclid=IwAR20gLktipKcDQ_UbVUGS1mP7fPiexUPCUkKyl6nnj995DRRS1AmdelydFE
",2019-02-12T01:43:47
"https://natalie.mu/music/news/319557
",2019-02-12T01:00:35
"https://www-washingtonpost-com.cdn.ampproject.org/v/s/www.washingtonpost.com/amphtml/arts-entertainment/2019/02/07/photo-joy-behar-dressed-beautiful-african-woman-resurfaces-amid-blackface-debate/?usqp=mq331AQCCAE%3D&amp_js_v=0.1
",2019-02-07T00:00:00
"https://www.bet.com/music/2019/02/11/bet-networks-nicki-minaj.html
",2019-02-11T00:00:00
"https://www.youtube.com/watch?v=JeGqNzYzb_A&feature=youtu.be
",2019-02-08T00:00:00
"https://soundcloud.com/rnbass/rnbass-radio-episode-22-w-j-maine-dj-cookbeats
",2019-02-11T20:01:49
"https://variety.com/2019/music/news/bts-grammys-lady-gaga-watch-1203135187/maz/
",2019-02-11T00:40:10
"https://variety.com/2019/tv/news/grammy-awards-ratings-2019-1203135733/
",2019-02-11T16:35:35
"https://sports.yahoo.co.jp/video/player/1245505
",2019-02-11T23:39:24
"https://www.youtube.com/watch?v=x3XW6NLILqo&feature=youtu.be
",2013-10-18T00:00:00
"https://mdpr.jp/music/1821416
",2019-02-11T19:01:02
"https://www.freep.com/story/sports/columnists/shawn-windsor/2019/02/11/kareem-hunt-nfl-cleveland-browns/2842328002/
",2014-09-20T23:59:59
"http://time.com/5525746/grammys-2019-bts/?xid=time_socialflow_twitter&utm_source=twitter.com&utm_campaign=time&utm_medium=socialflowtw
",
"https://photojournal.jpl.nasa.gov/catalog/PIA23043
",2019-02-11T19:53:07
"https://www.youtube.com/watch?v=9fY-EQFdrFo&feature=youtu.be
",2019-02-11T00:00:00
"https://www.tokyo-sports.co.jp/entame/entertainment/1277212/
",2019-02-12T01:48:30
"http://www.bigo.tv/sid/2345030050_1590076218_1549935827?c=3&p=2&t=0&b=227204876
",
"https://www.facebook.com/9movies.official/
",2019-02-08T12:55:45
"https://live.rcdradio.com/
",2013-01-13T22:02:14
"https://justbangers.com/corvus-delivers-a-banging-future-bass-remix-to-kranes-hit-song-outside/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost
",2019-02-10T20:27:17
"https://www.youtube.com/watch?v=yDgro0363DU&feature=youtu.be
",2011-06-14T00:00:00
"https://news.dwango.jp/music/34968-1902
",2019-02-12T01:43:54
"https://d4c-official.com/music/dont-stop-short-var-%e5%85%ac%e9%96%8b/
",2019-02-08T14:04:59
"https://nana-music.com/sounds/04954fe9/
",2019-02-12T01:43:57
"https://www.forbes.com/sites/victoriaforster/2019/01/21/scientists-discover-a-new-potential-way-to-stop-breast-cancer-spreading/?ss=healthcare#7f26b11873e0
",2019-01-21T00:00:00
"https://www.nature.com/articles/s41556-018-0267-0?error=cookies_not_supported&code=a251e3e8-1864-4f1d-b175-24628c8e97ed
",
"https://play.google.com/music/m/Tkyk4gjssibwtmgvbz2fx5kl7ry?t=Gettin_It_feat_Fresh
",
"https://natalie.mu/music/pp/polkadotstingray02
",2019-02-07T11:01:05
"https://soundcloud.com/your-edms-collection/your-edm-mix-notaker
",2019-02-11T19:32:33
"https://reggaetonsinlimite.com/darell-firma-con-sony-music-latin/
",2019-02-12T01:16:26
"https://www.youtube.com/channel/UCGtnFqoSz48bJvqNn-nrCHQ/live
",2019-01-30T01:49:37
"https://www.localdvm.com/sports/maryland-sports/monday-mvp-oakdale-s-collin-schlee-1/1773954794?utm_medium=social&utm_source=twitter_WDVMSports
",2019-02-12T00:07:08
"https://www.instagram.com/p/Btw0guMl5qM/?utm_source=ig_twitter_share&igshid=1fybr3ppyk20o
",2019-02-12T01:44:01
"https://gocentralindians.com/2019/02/12/central-announces-7th-athletic-hall-of-fame-class/
",2019-02-12T00:27:45
"https://www.youtube.com/watch?v=-hMC8pQkEmk&feature=youtu.be
",2009-10-02T00:00:00
"https://www.youtube.com/watch?v=MmfQ7gSaJgM&feature=youtu.be
",2009-10-07T00:00:00
"https://www.theguardian.com/environment/2019/feb/10/plummeting-insect-numbers-threaten-collapse-of-nature?utm_term=Autofeed&CMP=twt_b-gdnnews&utm_medium=Social&utm_source=Twitter#Echobox=1549824581
",2019-02-10T18:00:04
"https://itunes.apple.com/th/album/nasa/1450330588?i=1450330595
",2019-02-08T07:05:29
"https://www.newsday.com/sports/baseball/mets/endy-chavez-mets-1.27193188
",2019-02-11T21:51:00
"https://www.koreaboo.com/news/bts-grammy-awards-party-army-2019/
",2019-02-11T08:47:10
"https://www.soompi.com/article/1302780wpp/exos-lay-shines-on-the-red-carpet-of-the-2019-grammy-awards
",2019-02-11T02:32:40
"https://www.gameinformer.com/gamer-culture/2019/02/11/tons-of-capcom-music-lands-on-spotify
",2019-02-11T00:00:00
"https://www.stuff.co.nz/business/110531488/fishing-industry-under-fire-for-killing-endangered-albatrosses
",2019-02-12T01:44:03
"https://www.facebook.com/716855886/posts/10155990434685887/
",2019-02-12T01:44:03
"http://marsproject.dip.jp/masaki_yoda/2017_mp3/feel_in_so_good_441_b.mp3
",2017-01-29T06:34:34
"https://itunes.apple.com/it/album/feel-in-so-good/1214636683?i=1214636691
",2018-03-29T14:05:41
"https://www.metafilter.com/179343/Of-Course-The-Sports-Channel-Would-Be-The-Slapshot
",2019-02-12T01:44:04
"https://teamusa.usahockey.com/2019rivalryseries
",2019-01-28T16:37:45
"http://www.kasi-time.com/item-1210.html
",2013-09-10T07:12:10
"https://www.youtube.com/watch?v=bnx3gGpIFjo
",2011-02-09T00:00:00
"https://music.amazon.com/albums/B07DTCN3SQ?do=play&trackAsin=B07DTD2R9S&ref=dm_sh_urZjJsXy9qCXZu8KzdG1snruY
",
"https://www.youtube.com/watch?v=ouU9CiRaO5g&feature=youtu.be
",2019-02-11T00:00:00
"https://women.jpl.nasa.gov/
",2017-06-18T06:58:53
"http://music.trueid.net/detail/nw4yOr94Rbpl
",2019-02-14T00:59:28
"http://1gk-music.com/
",2015-03-31T15:00:55
"https://www.youtube.com/watch?v=iFNnUSYUJ7g&feature=youtu.be
",2016-10-18T00:00:00
"https://www.ebay.com/itm/Sporting-News-Magazine-Dallas-Best-Sports-City-Nascar-Greatest-Drivers-Bud-Selig-/401528581951
",2019-02-12T01:44:06
"https://nana-music.com/sounds/049518bc/
",2019-02-11T13:13:13
"https://www.youtube.com/watch?v=pi38trI7NLc&feature=youtu.be
",2015-05-11T00:00:00
"https://www.register-herald.com/sports/region-is-as-tough-as-it-has-ever-been/article_432d83a3-4567-5945-812b-eb69021520d2.html
",2019-02-11T03:00:00
"https://www.instagram.com/p/Btw4HL4HeyZ/?utm_source=ig_twitter_share&igshid=ws40jhfyrez0
",2019-02-12T01:44:08
"https://www.youtube.com/watch?v=LiUqgL5urWc&feature=youtu.be
",2014-03-13T00:00:00
"https://www.etonline.com/courteney-cox-wishes-friends-co-star-and-bff-jennifer-aniston-the-sweetest-happy-birthday-119431
",2019-02-12T01:44:09
"https://nana-music.com/sounds/04954fed/
",2019-02-12T01:44:09
"https://str2.openstream.co/333
",2017-09-04T02:38:38
"https://natalie.mu/music/news/319546
",2019-02-11T10:01:06
"http://zoe-queen.tumblr.com/post/182748460263/stark-red19-juicyvelourtracksuit#_=_
",
"https://poshmark.com/listing/Victorias-Secret-sports-bra-5c5500937386bc7ba4034fdd?utm_campaign=referral_code%3DMARYMERUIZ6980&utm_content=feature%3Dsh_li_el_ios%26rfuid%3D588905e1481560f0843505a6%26ext_trk%3Dbranch&utm_source=tw_sh
",
"https://www.sports-g.com/2019/02/12/%ec%88%98%ec%9b%90fc-%ec%95%88%eb%b3%91%ec%a4%80-%eb%b6%81%ed%95%9c-%ea%b5%ad%ec%a0%81-%ea%b7%b8%ec%a0%80-%ec%b6%95%ea%b5%ac-%ec%84%a0%ec%88%98%eb%a1%9c-%eb%b4%90%ec%a4%ac%ec%9c%bc%eb%a9%b4
",2019-02-12T01:39:15
"https://str2.openstream.co/407
",2018-02-22T10:09:41
"https://www.timesheraldonline.com/2019/02/10/vallejo-native-h-e-r-wins-two-grammy-awards/?utm_content=tw-vjotimesherald&utm_source=twitter.com&utm_medium=social&utm_campaign=socialflow
",2019-02-11T05:43:00
"https://str2.openstream.co/564
",2018-12-17T22:44:00
"https://www.facebook.com/crisashty/posts/2218307025092676
",2019-02-12T01:44:14
"https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8?si=eCf05MAnS2iRBBTZJylS3Q
",2019-02-12T01:44:15
"https://triblive.com/sports/penguins/14602634-74/penguins-add-minor-league-defenseman-in-trade-with-columbus
",2019-02-11T15:27:48
"https://str2.openstream.co/375?aw_0_1st.stationid=2655&aw_0_1st.publisherId=195&aw_0_1st.serverId=str2
",
"https://itunes.apple.com/us/album/terremoto-single/1450547765?app=music&ign-mpt=uo%3D4
",2019-02-11T17:08:05
"https://www.m-on-music.jp/0000325451/
",2019-02-12T01:13:06
"https://str2.openstream.co/512
",2018-11-25T06:51:20
"https://itunes.apple.com/br/album/memory-of-winter/1146960698?i=1146961577
",2018-11-25T00:25:58
"https://www.usatoday.com/story/life/music/2019/02/11/grammys-2019-must-know-moments-sundays-awards-show/2833088002/
",2019-02-11T00:00:00
"https://www.youtube.com/playlist?list=PLqGMmDqYDcC71ciNHtbdaGR4BDiAYJqd0
",2018-12-06T12:27:59
"https://www.pscp.tv/w/bzIcsDFXZ0VnYWdvcEdYS3Z8MXZPeHdaVmpFUGJKQhWsI9Mjo9n42RNZSSZxaxLOOkJ9tfb2Mz45-GkyB5eg
",2019-02-12T01:45:20
"https://karifaux.lnk.to/leavemealone
",2019-02-11T23:07:15
"https://soundcloud.com/yungdojikko/l-i-f-t
",2019-02-11T20:56:01
"https://www.toledoblade.com/sports/high-school/2019/02/11/high-school-basketball-blade-poll-toledo-area-1/stories/20190211169
",2019-02-11T00:00:00
"https://www.mcall.com/sports/athleteoftheweek/
",2013-09-05T07:51:05
"https://www.youtube.com/watch?v=ViOq3-VRFEA&list=UUfD98RF4IC-pwOknFVLeLiQ
",2014-07-18T00:00:00
"https://www.facebook.com/ILBCEDU/videos/475282286338988/
",2019-02-12T01:45:24
"https://themusic.com.au/article/5yrz-_r9_P8/big-pineapple-music-festival-unveils-2019-line-up
",
"https://ticketjam.jp/ticket/sports/50732-1901?aid=215
",2019-01-25T19:52:16
"https://www.nature.com/articles/ncomms15872?error=cookies_not_supported&code=7670ab8f-10a6-407c-a09b-652a43f39b71
",
"https://itunes.apple.com/au/album/parallel-world/1146960698?i=1146961587
",2018-11-25T01:52:12
"https://www.youtube.com/watch?v=hZ67E2R77Uw&feature=youtu.be
",2016-03-10T00:00:00
"http://sophiabushfrance.sosugary.org
",
"https://www.sponichi.co.jp/sports/news/2019/02/12/kiji/20190211s00079000409000c.html
",2019-02-11T20:30:03
"https://www.facebook.com/552266392/posts/10157486352191393/
",2019-02-12T01:45:29
"https://www.reuters.com/video/2019/02/12/electronic-arts-new-game-challenges-fort?videoId=513972249&feedType=VideoRSS&feedName=Business&videoChannel=5
",
"https://itshiphopmusic.com/?cwDJ
",
"https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP?si=5Oapv3n_RXKCkhH0UEK6UA
",2019-02-12T01:45:30
"https://www.google.com/url?rct=j&sa=t&url=https://www.benzinga.com/pressreleases/19/02/r13144402/cbb-best-retained-value-awards-highlight-vehicles-that-can-help-canadi&ct=ga&cd=CAIyHGFiZGRkZDFhZGY4ZDZhODY6Y29tOmVuOlVTOlI&usg=AFQjCNF3GQwpwBz-ETXzI6-15RgWn_EDcA
",
"https://entertain.naver.com/read?oid=311&aid=0000953903
",2019-02-12T01:44:33
"https://www.plaintalk.net/local_news/article_1ebb4446-2e5f-11e9-9771-fb55b8ea5b61.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share
",2019-02-11T18:42:00
"https://www.amazon.co.jp/Now-Thats-What-Call-Music/dp/B00TILNZFY
",2015-03-03T06:18:53
"https://www.sports.ru/hockey/1071520480.html
",2019-02-12T01:45:33
"http://www.toxinmagazine.com/sounds/nicki-minaj-pulls-out-of-bet-experience-awards/
",2019-02-10T19:41:52
"https://www.youtube.com/watch?v=WSKof692LwY&feature=youtu.be
",2019-02-11T00:00:00
"http://Austinwoodandmetal.com
",2017-09-17T14:41:15
"http://austinwoodandmetal.com/handyman.html
",2018-07-11T06:43:45
"https://magicvalley.com/sports/high-school/twin-falls-klundt-signs-with-montana-state-football/article_54a0dbaf-4568-575e-a4d8-0ae28118acc3.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share
",2019-02-12T01:45:00
"https://www.sankei.com/sports/news/190212/spo1902120004-n1.html
",2019-02-11T23:48:38
"https://www.reverbnation.com/play_now/30503124?utm_campaign=a_public_songs&utm_medium=unknown&utm_source=page_object_news_item
",
"https://www.reverbnation.com/holyentertainemntlasttdayzproductions
",2018-12-27T02:04:52
"https://www.sponichi.co.jp/sports/news/2019/02/12/kiji/20190210s00079000266000c.html
",2019-02-12T00:00:00
"https://itunes.apple.com/ar/album/%E6%84%9B%E3%81%97%E3%81%9F%E5%BF%83%E3%81%B8/1146960698?i=1146961645
",2018-11-25T00:26:16
"https://www.youtube.com/watch?v=vwKo-Uj2fT4&feature=youtu.be
",2018-08-06T00:00:00
"https://mdpr.jp/music/1821324
",2019-02-11T00:53:07
"https://www.youtube.com/watch?v=qqflFMhkqHM&feature=youtu.be
",2017-06-29T00:00:00
"https://www.gameinformer.com/the-sports-desk/2019/02/11/discussing-mlb-the-show-19s-first-details
",2019-02-11T00:00:00
"https://www.youtube.com/watch?v=a8EJJxZo7_E&feature=youtu.be
",2019-01-10T00:00:00
"https://music.mthai.com/news/newsinter/314043.html
",2019-02-11T07:08:21
"https://www.joox.com/limits
",2016-05-02T09:27:04
"https://www.instagram.com/p/BtuSdHCnXxH/?utm_source=ig_twitter_share&igshid=1jh5inyjtml7m
",2019-02-11T01:35:21
"https://www.sanspo.com/sports/news/20190212/ten19021208300001-n1.html
",2019-02-12T00:00:00
"https://www.nba.com/clippers/preview-clippers-timberwolves
",2019-02-11T19:00:00
"https://www.ebay.com/itm/401698380221
",2019-02-01T01:34:15
"https://yorkvillehs.8to18.com/accounts/login
",2019-02-04T14:51:00
"https://itunes.apple.com/ky/album/so-feel-blues/1146960698?i=1146961648
",2018-11-25T00:26:25
"https://www.colourfulradio.com/podcast/mark
",2016-03-23T07:24:54
"https://www.youtube.com/watch?v=mDYXDcsdcNs&feature=youtu.be
",2018-07-02T00:00:00
"https://www.youtube.com/watch?feature=player_embedded&v=vKnpuFvO-PM
",2019-02-11T00:00:00
"http://www.toxinmagazine.com/sounds/new-music-gunna-speed-it-up/
",2019-02-10T18:08:03
"https://djmixes99radeo.com/sadikbeatz-champions-energetic-deep-house-electronic-dance-music-instrumental-2018/
",2019-02-12T01:45:25
"https://soundcloud.com/offical-new-prince-jay/water-whiping-prod-by-yung
",2019-02-12T01:24:42
"https://ticketjam.jp/ticket/sports/50695-1901?aid=215
",
"http://music-book.jp/music/?bmk=0?bmk=0
",2015-11-11T17:04:32
"http://fanradio-bobiko.stream.laut.fm/fanradio-bobiko?t302=2019-02-12_05-55-29&uuid=7eee04c2-34c5-49dd-bd28-7220f61f36f7
",
"https://m.sports.naver.com/general/news/read.nhn?oid=382&aid=0000417275
",
"https://sports.news.naver.com/kbaseball/news/read.nhn?oid=076&aid=0003378426
",
"https://onlyfans.com/slc_chunky_monkeys
",
"https://itunes.apple.com/it/album/%E3%81%8E%E3%82%85%E3%81%A3%E3%81%A8/1146960698?i=1146961656
",2018-11-25T00:26:34
"https://www.youtube.com/watch?v=3zQXMPbK5jU&feature=youtu.be
",2019-02-07T00:00:00
"https://str2.openstream.co/523
",2018-07-09T13:12:39
"https://twipla.jp/events/360159
",2019-01-21T12:49:20
"https://str2.openstream.co/420
",2017-08-30T20:43:14
"https://www.akhbaralaan.net/sports/2019/2/11/%D9%84%D8%A7%D8%B9%D8%A8-%D8%B9%D8%B1%D8%A8%D9%8A-%D9%8A%D8%AF%D8%AE%D9%84-%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE-%D8%A7%D9%84%D9%84%D9%8A%D8%BA%D8%A7%D8%A8%D9%803-%D8%A3%D9%87%D8%AF%D8%A7%D9%81-%D9%81%D9%8A-%D9%85%D8%A8%D8%A7%D8%B1%D8%A7%D8%A9-%D9%88%D8%A7%D8%AD%D8%AF%D8%A9
",2019-02-11T00:00:00
"https://www.instagram.com/p/Btw4XLwgxmZ/?utm_source=ig_twitter_share&igshid=1xbu1n87k7vwr
",
"https://www.koreaboo.com/stories/bts-rm-handsome-grammy-awards-2019-cameraman/
",2019-02-11T09:44:08
"https://www.nbc4i.com/sports/nhl/blue-jackets/cbj-players-visit-french-immersion-middle-school/1774214894
",2019-02-12T01:06:38
"https://www.thevwindependent.com/news/category/sports/
",2013-08-30T12:36:41
"http://block.fiverr.com/?url=L3MyLzBjODZlYTg2NTg/dXRtX3NvdXJjZT1Ud2l0dGVyX01vYmlsZQ==&uuid=7e25e670-2e82-11e9-ac7b-252240fd845e&vid=
",2019-01-06T08:15:05
"https://www.weforum.org/agenda/2018/09/ai-could-help-us-manage-natural-disasters-but-only-to-an-extent?utm_source=Facebook%20Videos&utm_medium=Facebook%20Videos&utm_campaign=Facebook%20Video%20Blogs
",2019-02-10T11:04:02
"https://www.savannahnow.com/sports/20190211/al-west-teams-at-start-of-spring-training
",2019-02-11T20:38:35
"https://www.statesman.com/sports/20190211/district-13-6a-boys-basketball-roundup-hendrickson-secures-2nd-consecutive-title?rssfeed=true&utm_source=SND&utm_medium=Twitter&utm_campaign=hs
",2019-02-11T12:38:09
"https://www.instagram.com/p/Bts1he2AxZq/?utm_source=ig_twitter_share&igshid=vm9majn8jxfq
",2019-02-10T12:03:19
"https://www.koreaboo.com/stories/bts-suga-2019-grammy-awards-lesson/
",2019-02-11T07:49:23
"https://www.radio.net/s/855masterclass
",
"https://www.hochi.co.jp/sports/winter/20190211-OHT1T50296.html?from=rss&utm_source=dlvr.it&utm_medium=twitter
",2019-02-11T22:33:03
"http://www.vinylestimes.fr/
",2016-06-14T09:42:00
"https://itunes.apple.com/es/album/noise-and-tone/1146960698?i=1146961658
",2018-11-25T00:26:41
"https://www.robinspost.com/news/sports-news/sports-daily-news/854124-nfl-news-panthers-re-sign-eric-reid-to-3-year-deal-nfl-com.html
",2019-02-12T01:08:03
"https://www.poandpo.com/in-sickness-and-health/days-following-thyroid-surgery-highest-for-risk-of-readmission-412019385
",2019-01-04T05:59:00
"https://www.robinspost.com/news/sports-news/sports-daily-news/854123-nfl-news-browns-sign-running-back-kareem-hunt-on-nfl-exempt-list-13abc-action-news.html
",2019-02-12T01:07:59
"https://matome.naver.jp/odai/2140562922933115101/2140562964533157303
",2018-11-25T00:15:58
"https://www.poandpo.com/small-devices-for-fun/sony-xperia-xz2-offers-excellent-camera-and-thats-about-it-642018980
",2018-04-06T09:40:00
"https://www.youtube.com/watch?v=VegS7AW2lZw&feature=youtu.be
",2019-02-07T00:00:00
"https://ticketjam.jp/ticket/sports/50724-1901?aid=215
",2019-01-28T14:56:27
"https://luizsantos.com/track/1331819/a-barca
",2018-12-03T03:48:00
"https://people.com/music/grammys-2019-cardi-b-pianist-chloe-flower/
",2019-02-11T18:39:40
"https://www.facebook.com/TimCharronBand/posts/10157166589224669
",2019-02-12T01:46:06
"https://www.seattletimes.com/sports/uw-husky-basketball/the-huskies-first-loss-in-seven-weeks-doesnt-hurt-their-standing-in-ncaa-tournament-projections/?utm_source=twitter&utm_medium=social&utm_campaign=article_left_1.1
",2019-02-11T12:25:14
"https://www.npr.org/sections/health-shots/2019/02/11/693668201/racist-med-school-yearbook-photos-medicines-racism-problems-go-even-deeper?utm_source=dlvr.it&utm_medium=twitter
",2019-02-11T00:00:00
"https://www.youtube.com/watch?v=dRWJGZb9IUk&feature=share
",2019-01-31T00:00:00
"http://perfume-app.com/
",2013-12-14T16:42:55
"https://www.instagram.com/p/Btw4e5aHiWN/?utm_source=ig_twitter_share&igshid=1kgzj4gi6clsx
",2019-02-12T01:46:08
"http://hyperurl.co/g5mj28
",2019-02-12T01:36:09
"https://play.google.com/store/music/album/Justin_Bieber_Purpose_Deluxe?id=Bqpez5cimsze2fh6w7j2rcf55xa&hl=en
",2013-06-09T23:59:59
"https://www.youtube.com/watch?v=-mQxaB-wfno&feature=youtu.be
",2019-02-10T00:00:00
"https://www.youtube.com/channel/UCpir4hZhPR6XjPZoQ3s_bMA
",2018-12-28T15:12:15
"http://www.neosportsinsiders.com/podcast-cle-sports-talk-with-casey-drottar/
",2019-02-12T01:45:19
"https://awards.spaceshower.jp/2019/choice/index.html#choice
",2018-12-27T21:55:40
"https://www.shiny-music.jp/
",2018-11-27T00:41:01
"https://frontmezzjunkies.com/2019/02/09/the-kennedy-center-broadway-center-stage-the-music-man/
",2019-02-09T19:42:40
"https://www.youtube.com/watch?v=44EV79WvQSg&feature=youtu.be
",2019-02-11T00:00:00
"https://aisasami.wordpress.com/2019/02/06/just-like-the-day-when-i-met-you-do-you-remember-that-day/
",2019-02-06T14:43:08
"https://www.heart-music.com/
",2003-02-05T23:21:01
"https://www.thestar.com/sports/leafs/2019/02/11/the-leafs-john-tavares-goes-from-under-the-sheets-to-behindthetweets-with-twitter-video.html
",2019-02-12T01:46:12
"https://itunes.apple.com/ru/album/sixsense/1146960698?i=1146961683
",2018-11-25T00:26:50
"https://www.kansascity.com/sports/college/big-12/university-of-kansas/article226070095.html
",2019-02-11T16:28:02
"https://www.facebook.com/events/606169369807970/
",2019-01-31T01:58:41
"http://mpg.dnset.com/radio/imm/
",2018-04-23T13:21:15
"http://radionightitaly.tk
",2014-03-10T20:28:41
"http://a.monsterbacklinks.com/linkin/220493/categories/youtube
",2016-02-13T17:02:11
"https://www.ebay.com/itm/Athlon-Sports-Baseball-Magazine-Boston-Red-Sox-Theo-Epstein-Chicago-Cubs-Deals-/401543405217
",2019-02-12T01:46:16
"https://www.youtube.com/watch?v=aW8yxERMKws
",2018-10-31T00:00:00
"https://www.youtube.com/watch?v=VYOjWnS4cMY&feature=youtu.be
",2018-05-05T00:00:00
"https://soundcloud.com/yungsupahp-o-p-music/touchdown
",2019-02-11T08:47:10
"https://www.facebook.com/events/958820124308308/
",2019-01-28T00:07:30
"https://www.youtube.com/watch?v=JCvUSUxtZoU&list=PL8A011FC95DC00788&index=6
",2012-11-11T00:00:00
"http://black-music-collectors.com
",2002-01-04T23:59:59
"https://www.facebook.com/LeePropertySales/videos/417244282151170/
",2019-02-12T01:46:20
"https://bestautosurf2018.weebly.com
",2017-08-17T11:08:59
"http://weuponitradio.com/
",2017-06-01T11:14:22
"https://nana-music.com/sounds/04954e44/
",2019-02-12T01:46:22
"https://nana-music.com/sounds/0495502f/
",
"https://BornIncredible.com
",2015-01-24T23:15:30
"https://www.delgazette.com/sports/74422/roderick-clutch-in-win-over-hughes
",2019-02-11T19:08:29
"https://nana-music.com/sounds/04955031/
",2019-02-12T01:46:25
"https://dracanoir.weebly.com
",2018-11-25T08:55:32
"https://hot.detik.com/celeb/4424130/kemeriahan-grammy-awards-hingga-penampilan-serba-hitam-angel-pieters
",2019-02-12T01:46:25
"http://www.thesourcesmoothjazzradio.com/playing.html
",2012-11-28T16:36:45
"https://www.amazon.com/Richie_Cannata_-_Great_South_Bay-Digital-Music/s?ie=UTF8&page=1&rh=n%3A163856011%2Ck%3ARichie_Cannata_-_Great_South_Bay
",2019-01-18T21:39:11
"http://thetartan.org/2019/2/11/sports/cmu-sports
",2019-02-11T00:00:00
